"refid","field1","field2","field3","field4","field5","field6","field7","field8","field9","field10","field11","field12","field13","field14","field15","field16","field17","field18","field19","field20","field21","field22","field23","field24","field25","field26","field27","field28","field29","field30","field31","field32","field33","field34","field35","field36","field37","field38","field39","field40","field41"
23,,,,2005,"perth jan 16 big hotspots lots of visible smoke *******",,"modis rapidfire",,,,,,,,,,,,,,,,,,,,,"modis smoke","Beautiful foto lots of visible smoke with large hot spot",,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2005016/crefl1_143.A2005016022500-2005016023000.500m.jpg",,
684,,,,2003,"jan 27: hs  vis with vis smoke in albury region",,"modis",,,,,,,,,,,,,,,,,,,,,"modis smoke",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2003027/crefl1_143.A2003027235500-2003028000000.500m.jpg",,
26,,,,2005," perth: lots of visible smoke and large hotspot visible in aqua rapidfire jan 17",,"modis",,,,,,,,,,,,,,,,,,,,,"modis smoke","lots of visible smoke and large hotspot visible in aqua rapidfire",,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2005017/crefl2_143.A2005017054500-2005017055001.500m.jpg",,
25,,,,2005,"jan 13 hot spot shown on modis perth",,"modis rapidfire",,,,,,,,,,,,,,,,,,,,,"modis hotspot",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2005013/crefl2_143.A2005013061000-2005013061500.500m.jpg",,
705,,,,2002,"dec9: hs with vis smoke in tamworth",,"modis",,,,,,,,,,,,,,,,,,,,,"modis smoke",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2002343/crefl1_143.A2002343000501-2002343001000.500m.jpg",,
422,,,,2006,"April 5; single hotspot visible in sydney, no vis smoke, hotspots with vis smoke west of sydney, single hs vis in illawarra region no vis smoke.",,"modis",,,,,,,,,,,,,,,,,,,,,"modis smoke",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2006095/crefl2_143.A2006095035000-2006095035500.500m.jpg",,
710,,,,2005,"jan 17: hs near perth, but smoke covering bunbury",,"modis",,,,,,,,,,,,,,,,,,,,,"modis smoke",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2005017/crefl2_143.A2005017054500-2005017055001.500m.jpg",,
685,,,,2003,"jan 28: many hs vis with massive amounts of smoke in albury",,"modis",,,,,,,,,,,,,,,,,,,,,"modis smoke",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2003028/crefl2_143.A2003028040500-2003028041000.500m.jpg",,
450,,,,2005,"jan 14: seven hs vis in perth, no vis smoke",,"modis",,,,,,,,,,,,,,,,,,,,,"modis hotspot",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2005014/crefl1_143.A2005014024000-2005014024501.500m.jpg",,
686,,,,2003,"jan 29: hs and smoke vis in albury",,"modis",,,,,,,,,,,,,,,,,,,,,"modis smoke",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2003029/crefl1_143.A2003029004000-2003029004500.500m.jpg",,
687,,,,2003,"jan 30: hs vis near bathurst, smoke vis",,"modis",,,,,,,,,,,,,,,,,,,,,"modis smoke",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2003030/crefl2_143.A2003030035501-2003030040000.500m.jpg",,
688,,,,2003,"jan 31: hs vis near bathurst with vis smoke",,"modis",,,,,,,,,,,,,,,,,,,,,"modis smoke",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2003031/crefl1_143.A2003031002501-2003031003000.500m.jpg",,
689,,,,2003," feb 2: many hs and lots of smoke in albury",,"modis",,,,,,,,,,,,,,,,,,,,,"modis smoke",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2003033/crefl1_143.A2003033001500-2003033001959.500m.jpg",,
453,,,,2005," feb 2: two large hs vis north of perth, lots of smoke",,"modis",,,,,,,,,,,,,,,,,,,,,"modis smoke",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2005033/crefl2_143.A2005033054500-2005033055001.500m.jpg",,
451,,,,2005,"jan 21: severla hs vis in perth with lots of smoke",,"modis",,,,,,,,,,,,,,,,,,,,,"modis smoke",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2005021/crefl1_143.A2005021024500-2005021025000.500m.jpg",,
452,,,,2005,"jan 22: two hs with vis smoke in perth",,"modis",,,,,,,,,,,,,,,,,,,,,"modis smoke",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2005022/crefl1_143.A2005022015001-2005022015501.500m.jpg",,
454,,,,2005,"jan 23: single hs vis in perth, possible biomass",,"modis",,,,,,,,,,,,,,,,,,,,,"modis hotspot",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2005023/crefl1_143.A2005023023001-2005023023500.500m.jpg",,
584,,,,2009,"Jan 6: NSW: Total fire ban as park blaze rages",,"aap",,,,,,,,,,,,,,,,,,,,,"media","AAP General News (Australia) 
01-06-2009 
NSW: Total fire ban as park blaze rages 

SYDNEY, Jan 6 AAP - A fire south of Sydney is continuing to worry fire fighters after 
temperatures soared past 40 degrees in some parts of NSW on Tuesday. 

Firefighters battled a total of nine bushfires across NSW, including a large uncontained 
bushfire in Morton National Park which has been declared an emergency, the NSW Rural Fire 
Service (RFS) says. 

The fire has burnt about 300 hectares of forest since it was sparked on Sunday by a 
lightning strike. No properties are at risk. 

About 20 personnel are fighting the blaze, including firefighters from the RFS, National 
Parks and Wildlife Service and Forests NSW.",,,,,,,,,,"http://www.highbeam.com/doc/1P1-159689645.html",,
30,,,,2005,"jan 18: several massive hotspots with vis smoke in Perth",,"modis",,,,,,,,,,,,,,,,,,,,,"modis hotspot","enormaouse htospot visible",,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2005018/crefl1_143.A2005018021500-2005018022001.500m.jpg",,
29,,,,2005,"large hotspot still present, visible smoke perth  jan 18",,"modis rapidfire",,,,,,,,,,,,,,,,,,,,,"modis smoke",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2005018/crefl1_143.A2005018021500-2005018022001.500m.jpg",,
455,,,,2005,"nov 6: single hs vis south of perth, possible biomassq",,"modis",,,,,,,,,,,,,,,,,,,,,"modis hotspot",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2003310/crefl1_143.A2003310021001-2003310021500.500m.jpg",,
32,,,,2005,"Bushfire smoke poses Perth health risk jan 13-30",,"abcnews online",,,,,,,,,,,,,,,,,,,,,"media","Heavy smoke that has blanketed Perth for more than 24 hours is likely to continue for the next few days.

Smoke levels were so high in Perth yesterday, medical authorities warned they could prove fatal to people with heart conditions. 

The situation is not going to improve greatly today with the Department of Conservation and Land Management warning easterly winds will push smoke from the blaze over the metropolitan area this morning. 

CALM spokesman Rick Sneeuwjagt says even though the fire is being held within containment lines, there are areas within the 115 kilometre perimeter that are still burning and will continue to produce smoke until the end of the week. 

""We've had the worst of it, but there'll still be a large amount of smoke coming out of the fire for the next day or so,"" he said. 

More than 250 emergency service personnel worked through the night to consolidate containment lines around the fire which has burnt 20,000 hectares of bush over the past five days.

People with health conditions exacerbated by smoke are urged to follow their usual medical advice.

Meanwhile, a $100,000 reward has been announced for information leading to the arrest of those responsible for the bushfire.

Police Commissioner Carl O'Callaghan says arsonists put the lives and properties of many West Australians at risk.

He says investigations into those responsible for the blaze still need more public help.

""We've had a good response from the public but we've not yet had the information we need to get this lunatic,"" he said.",,,,,,,,,,"http://www.abc.net.au/news/newsitems/200501/s1285252.htm",,
33,,,,2007,"hotspot shown with visible smoke in perth areat feb 4",,"modis",,,,,,,,,,,,,,,,,,,,,"modis smoke","hotspot shown with visible smoke in perth area",,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2007035/crefl1_143.A2007035015501-2007035020000.500m.jpg",,
34,,,,2007,"large hotspot with visible smoke in perth area feb 5",,"modis",,,,,,,,,,,,,,,,,,,,,"modis smoke","large hotspot with visible smoke in perth area",,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2007035/crefl1_143.A2007035015501-2007035020000.500m.jpg",,
35,,,"Kelly, Tom",1994,"Bushfire disaster: who's really to blame? Jan 5-17",,"Green Left Online",,,,,,,,,,,,,,,,,,,,,"media","The people of New South Wales are looking back on the state's most serious bushfire crisis for 50 years. Yet with many fires still burning, what is usually the worst part of the bushfire season is still to come. 

The fires have killed four people, destroyed almost 200 houses, and scorched and blackened over 600,000 hectares. 

Heroic efforts by firefighters, volunteer and professional, from NSW and interstate, have played a large part in keeping the number of deaths so low, considering the number and range of the fires and the difficult conditions under which they have had to be fought.",,,,,,,,,,"http://www.greenleft.org.au/1994/127/10571",,
36,,,,1994,"Thousands flee fires in Australia jan 9",,"Star Telegram",,,,,,,,,,,,,,,,,,,,,"media","SYDNEY, Australia - Flames consumed homes just five miles from downtown Sydney and one man was killed early Saturday as scores of forest fires continued to burn their way across Australia's hot, dry and windy southeast. Thousands of residents were evacuated, 50 houses were destroyed and hundreds more were threatened by some 125 fires around Sydney, Australia's largest city with 3.6 million people. A thick smoke haze blanketed Sydney and most of its suburbs. One",,,,,,,,,,"http://nl.newsbank.com/nl-search/we/Archives?p_product=ST&s_site=dfw&p_multi=ST&p_theme=realcities&p_action=search&p_maxdocs=200&p_topdoc=1&p_text_direct-0=0EAF8F5D7050258B&p_field_direct-0=document_id&p_perpage=10&p_sort=YMD_date:D&s_trackval=GooglePM",,
37,,,,1994,"ENTIRE STREETS ARE ABLAZE IN AUSTRALIA FIRESTORMS jan 7",,"san jose mercury news (CA)",,,,,,,,,,,,,,,,,,,,,"media","Thousands of people fled their homes in suburban Sydney today ahead of raging summer bushfires that have already consumed nearly 1 million acres. Emergency officials said up to 70 houses were destroyed in the city's northern and northwestern suburbs. Journalists in the area likened the scene to a war zone. Houses exploded in the intense heat in what firefighters were calling ""Black Friday."" ''Whole suburbs are...",,,,,,,,,,"http://nl.newsbank.com/nl-search/we/Archives?p_product=SJ&s_site=mercurynews&p_multi=SJ&p_theme=realcities&p_action=search&p_maxdocs=200&p_topdoc=1&p_text_direct-0=0EB71C7824453697&p_field_direct-0=document_id&p_perpage=10&p_sort=YMD_date:D&s_trackval=GooglePM",,
690,,,,2003,"feb 3: smoke vis in albury region",,"modis",,,,,,,,,,,,,,,,,,,,,"modis smoke",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2003034/crefl2_143.A2003034033000-2003034033500.500m.jpg",,
691,,,,2003,"jan 7: vis hs in tamworth, no vis smoke",," modis",,,,,,,,,,,,,,,,,,,,,"modis hotspot",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2003007/crefl2_143.A2003007035000-2003007035500.500m.jpg",,
692,,,,2003,"feb 6: vis smoke and hs in albury",," modis",,,,,,,,,,,,,,,,,,,,,"modis smoke",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2003037/crefl2_143.A2003037040000-2003037040500.500m.jpg",,
693,,,,2003,"Feb 7: vis hs with vis smoke in albury",,"modis",,,,,,,,,,,,,,,,,,,,,"modis smoke",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2003038/crefl1_143.A2003038003001-2003038003500.500m.jpg",,
694,,,,2003,"march 20: single hs vis in wagga wagga, no vis smoke, possible biomass",,"modis",,,,,,,,,,,,,,,,,,,,,"modis hotspot",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2003079/crefl1_143.A2003079002501-2003079003001.500m.jpg",,
701,,,,2002,"nov 8: lots of hs with vis smoke in tamworth region",,"modis",,,,,,,,,,,,,,,,,,,,,"modis smoke",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2002312/crefl1_143.A2002312235500-2002313000000.500m.jpg",,
695,,,,2003,"march 21: single hs vis in tamworth, no vis smoke, possible biomass",,"modis",,,,,,,,,,,,,,,,,,,,,"modis hotspot",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2003080/crefl2_143.A2003080034001-2003080034500.500m.jpg",,
696,,,,2003,"march 20: single hs vis in bathurst, no vis smoke",,"modis",,,,,,,,,,,,,,,,,,,,,"modis hotspot",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2003079/crefl1_143.A2003079233000-2003079233500.500m.jpg",,
697,,,,2002,"jan5: hs vis with vis smoke in bathurst",,"modis",,,,,,,,,,,,,,,,,,,,,"modis smoke",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2002005/crefl1_143.A2002005002000-2002005002500.500m.jpg",,
39,,,,2001,"some hotspot and smoke activity near new castle nov 2",,"modis rapidfire",,,,,,,,,,,,,,,,,,,,,"modis smoke","some hotspots west and north of newcastle show visible smoke",,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2001306/crefl1_143.A2001306002000-2001306002500.500m.jpg",,
40,,,,1995,,,"EBSCO host Connec",,,,,,,,,,,,,,,,,,,,,"media","PENRITH'S NEW LIBRARY PENRITH'S NEW LIBRARY Bushfire Saturday with Penrith covered in smoke from the blazing Blue Mountains, was an inauspicious choice of ...",,,,,,,,,,,,
41,,,,2001,"Dec 25: hot spots visible in sydney and illawarra, vis smoke",,"modis",,,,,,,,,,,,,,,,,,,,,"modis smoke",,,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2001359/crefl1_143.A2001359004001-2001359004500.500m.jpg",,
42,,,,1997,"Third Firefighter dies dec 8",,"the independent",,,,,,,,,,,,,,,,,,,,,"media","A volunteer fire-fighter died in an Australian hospital yesterday, after he collapsed while extinguishing small fires left after a bushfire to the south of Sydney.

Phil Koperberg, New South Wales Rural Fire Services Commissioner, said yesterday that Peter Edward Estcourt, 20, died 14 hours after being airlifted to hospital. Estcourt was the third volunteer bushfire fighter to lose his life since a series of fires ravaged the NSW region a week ago.",,,,,,,,,,"http://www.independent.co.uk/news/third-bushfire-fighter-dies-1287637.html",,
43,,,,2001,"Dec 29: hotspots and smoke visible in all localities NC, SE,SW, ILL",,"modis",,,,,,,,,,,,,,,,,,,,,"modis smoke","hotspots and smoke visible in all localities NC, SE,SW, ILL",,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2001363/crefl1_143.A2001363001500-2001363002000.500m.jpg",,
44,,,,2001,"dec 31: vis hotspots in all regions, vis smoke nsw",,"modis",,,,,,,,,,,,,,,,,,,,,"modis smoke","hotspots visible in all localities, lots of visisble smoke",,,,,,,,,,"http://rapidfire.sci.gsfc.nasa.gov/realtime/single.php?2001365/crefl1_143.A2001365000000-2001365000501.500m.jpg",,
45,,,,1997,"Fires flare in 4 states in Australia dec 17",,"the atlanta journal ,  atlanta constitution",,,,,,,,,,,,,,,,,,,,,"media","Sydney, Australia --Thick smoke and smog blanketed Sydney today and firefighters were placed on alert as bushfires burned in four states across Australia. The haze descended on Sydney shortly after midday as firefighters battled to control several fires on the western outskirts.

""Firefighters are preparing for an extremely difficult afternoon in the face of increasing temperatures, strong winds and very low humidity,"" the New South Wales Rural Fire Service said.",,,,,,,,,,"http://nl.newsbank.com/nl-search/we/Archives?p_product=AT&p_theme=at&p_action=search&p_maxdocs=200&p_topdoc=1&p_text_direct-0=0EADA36DB952230E&p_field_direct-0=document_id&p_perpage=10&p_sort=YMD_date:D&s_trackval=GooglePM",,
